9.817477042468103487493635839201e-01 0.000000000000000000000000000000e+00
9.878836273983528926123653945979e-01 0.000000000000000000000000000000e+00
9.940195505498954364753672052757e-01 0.000000000000000000000000000000e+00
1.000155473701437980338369015954e+00 0.000000000000000000000000000000e+00
1.006291396852980524201370826631e+00 0.000000000000000000000000000000e+00
1.012427320004523068064372637309e+00 0.000000000000000000000000000000e+00
1.018563243156065611927374447987e+00 0.000000000000000000000000000000e+00
1.024699166307608155790376258665e+00 0.000000000000000000000000000000e+00
1.030835089459150699653378069343e+00 0.000000000000000000000000000000e+00
1.036971012610693243516379880020e+00 0.000000000000000000000000000000e+00
1.043106935762235787379381690698e+00 0.000000000000000000000000000000e+00
1.049242858913778331242383501376e+00 0.000000000000000000000000000000e+00
1.055378782065320875105385312054e+00 1.000000000000000020816681711722e-03
1.061514705216863418968387122732e+00 0.000000000000000000000000000000e+00
1.067650628368405962831388933409e+00 0.000000000000000000000000000000e+00
1.073786551519948506694390744087e+00 0.000000000000000000000000000000e+00
1.079922474671491050557392554765e+00 0.000000000000000000000000000000e+00
1.086058397823033594420394365443e+00 0.000000000000000000000000000000e+00
1.092194320974576138283396176121e+00 0.000000000000000000000000000000e+00
1.098330244126118682146397986799e+00 0.000000000000000000000000000000e+00
1.104466167277661226009399797476e+00 0.000000000000000000000000000000e+00
1.110602090429203769872401608154e+00 0.000000000000000000000000000000e+00
1.116738013580746313735403418832e+00 0.000000000000000000000000000000e+00
1.122873936732288857598405229510e+00 0.000000000000000000000000000000e+00
1.129009859883831401461407040188e+00 0.000000000000000000000000000000e+00
1.135145783035373945324408850865e+00 0.000000000000000000000000000000e+00
1.141281706186916489187410661543e+00 0.000000000000000000000000000000e+00
1.147417629338459033050412472221e+00 0.000000000000000000000000000000e+00
1.153553552490001576913414282899e+00 0.000000000000000000000000000000e+00
1.159689475641544120776416093577e+00 0.000000000000000000000000000000e+00
1.165825398793086664639417904255e+00 0.000000000000000000000000000000e+00
1.171961321944629208502419714932e+00 0.000000000000000000000000000000e+00
1.178097245096171752365421525610e+00 0.000000000000000000000000000000e+00
1.184233168247714296228423336288e+00 0.000000000000000000000000000000e+00
1.190369091399256840091425146966e+00 0.000000000000000000000000000000e+00
1.196505014550799383954426957644e+00 0.000000000000000000000000000000e+00
1.202640937702341927817428768321e+00 0.000000000000000000000000000000e+00
1.208776860853884471680430578999e+00 0.000000000000000000000000000000e+00
1.214912784005427015543432389677e+00 0.000000000000000000000000000000e+00
1.221048707156969559406434200355e+00 0.000000000000000000000000000000e+00
1.227184630308512103269436011033e+00 0.000000000000000000000000000000e+00
1.233320553460054647132437821710e+00 0.000000000000000000000000000000e+00
1.239456476611597190995439632388e+00 0.000000000000000000000000000000e+00
1.245592399763139734858441443066e+00 0.000000000000000000000000000000e+00
1.251728322914682278721443253744e+00 0.000000000000000000000000000000e+00
1.257864246066224822584445064422e+00 0.000000000000000000000000000000e+00
1.264000169217767366447446875100e+00 0.000000000000000000000000000000e+00
1.270136092369309910310448685777e+00 0.000000000000000000000000000000e+00
1.276272015520852454173450496455e+00 0.000000000000000000000000000000e+00
1.282407938672394998036452307133e+00 0.000000000000000000000000000000e+00
1.288543861823937541899454117811e+00 0.000000000000000000000000000000e+00
1.294679784975480085762455928489e+00 0.000000000000000000000000000000e+00
1.300815708127022629625457739166e+00 0.000000000000000000000000000000e+00
1.306951631278565173488459549844e+00 0.000000000000000000000000000000e+00
1.313087554430107717351461360522e+00 0.000000000000000000000000000000e+00
1.319223477581650261214463171200e+00 0.000000000000000000000000000000e+00
1.325359400733192805077464981878e+00 0.000000000000000000000000000000e+00
1.331495323884735348940466792556e+00 0.000000000000000000000000000000e+00
1.337631247036277892803468603233e+00 0.000000000000000000000000000000e+00
1.343767170187820436666470413911e+00 0.000000000000000000000000000000e+00
1.349903093339362980529472224589e+00 0.000000000000000000000000000000e+00
1.356039016490905524392474035267e+00 0.000000000000000000000000000000e+00
1.362174939642448068255475845945e+00 0.000000000000000000000000000000e+00
1.368310862793990612118477656622e+00 0.000000000000000000000000000000e+00
1.374446785945533155981479467300e+00 0.000000000000000000000000000000e+00
1.380582709097075699844481277978e+00 0.000000000000000000000000000000e+00
1.386718632248618243707483088656e+00 0.000000000000000000000000000000e+00
1.392854555400160787570484899334e+00 0.000000000000000000000000000000e+00
1.398990478551703331433486710011e+00 0.000000000000000000000000000000e+00
1.405126401703245875296488520689e+00 0.000000000000000000000000000000e+00
1.411262324854788419159490331367e+00 0.000000000000000000000000000000e+00
1.417398248006330963022492142045e+00 0.000000000000000000000000000000e+00
1.423534171157873506885493952723e+00 0.000000000000000000000000000000e+00
1.429670094309416050748495763401e+00 0.000000000000000000000000000000e+00
1.435806017460958594611497574078e+00 0.000000000000000000000000000000e+00
1.441941940612501138474499384756e+00 0.000000000000000000000000000000e+00
1.448077863764043682337501195434e+00 0.000000000000000000000000000000e+00
1.454213786915586226200503006112e+00 0.000000000000000000000000000000e+00
1.460349710067128770063504816790e+00 0.000000000000000000000000000000e+00
1.466485633218671313926506627467e+00 0.000000000000000000000000000000e+00
1.472621556370213857789508438145e+00 0.000000000000000000000000000000e+00
1.478757479521756401652510248823e+00 0.000000000000000000000000000000e+00
1.484893402673298945515512059501e+00 0.000000000000000000000000000000e+00
1.491029325824841489378513870179e+00 0.000000000000000000000000000000e+00
1.497165248976384033241515680857e+00 0.000000000000000000000000000000e+00
1.503301172127926577104517491534e+00 0.000000000000000000000000000000e+00
1.509437095279469120967519302212e+00 0.000000000000000000000000000000e+00
1.515573018431011664830521112890e+00 0.000000000000000000000000000000e+00
1.521708941582554208693522923568e+00 0.000000000000000000000000000000e+00
1.527844864734096752556524734246e+00 0.000000000000000000000000000000e+00
1.533980787885639296419526544923e+00 0.000000000000000000000000000000e+00
1.540116711037181840282528355601e+00 0.000000000000000000000000000000e+00
1.546252634188724384145530166279e+00 0.000000000000000000000000000000e+00
1.552388557340266928008531976957e+00 0.000000000000000000000000000000e+00
1.558524480491809471871533787635e+00 0.000000000000000000000000000000e+00
1.564660403643352015734535598313e+00 0.000000000000000000000000000000e+00
1.570796326794894559597537408990e+00 0.000000000000000000000000000000e+00
