  1.000000000000000e+00  -2.038200973594797e-06  -1.319998636222014e-06  -2.493518907686690e-06   7.182023373727829e-07   4.553179340918935e-07
  5.000000000000000e-01  -2.038200973594797e-06  -1.615856375753950e-06  -2.142575659910170e-06   4.223445978408467e-07   1.043746863153737e-07
  3.333333333333333e-01  -2.038200973594797e-06  -1.739516025091796e-06  -2.083869984383627e-06   2.986849485030002e-07   4.566901078883063e-08
  2.500000000000000e-01  -2.038200973594797e-06  -1.807235994008576e-06  -2.063750355749335e-06   2.309649795862210e-07   2.554938215453798e-08
  2.000000000000000e-01  -2.038200973594797e-06  -1.849944044141491e-06  -2.054511523388568e-06   1.882569294533057e-07   1.631054979377173e-08
  1.666666666666667e-01  -2.038200973594797e-06  -1.879329964667768e-06  -2.049512303043742e-06   1.588710089270290e-07   1.131132944894580e-08
  1.428571428571428e-01  -2.038200973594797e-06  -1.900783823153290e-06  -2.046504509078193e-06   1.374171504415065e-07   8.303535483396833e-09
  1.250000000000000e-01  -2.038200973594797e-06  -1.917134402789258e-06  -2.044554977990329e-06   1.210665708055390e-07   6.354004395532695e-09
  1.111111111111111e-01  -2.038200973594797e-06  -1.930008628889976e-06  -2.043219586412133e-06   1.081923447048206e-07   5.018612817336100e-09
  1.000000000000000e-01  -2.038200973594797e-06  -1.940408439140669e-06  -2.042264987250798e-06   9.779253445412736e-08   4.064013656001074e-09
  9.090909090909091e-02  -2.038200973594797e-06  -1.948984549896271e-06  -2.041559012960278e-06   8.921642369852551e-08   3.358039365481355e-09
  8.333333333333333e-02  -2.038200973594797e-06  -1.956177931850726e-06  -2.041022244394973e-06   8.202304174407086e-08   2.821270800176854e-09
  7.692307692307693e-02  -2.038200973594797e-06  -1.962298007151027e-06  -2.040604621470344e-06   7.590296644376982e-08   2.403647875547851e-09
  7.142857142857142e-02  -2.038200973594797e-06  -1.967568293698134e-06  -2.040273318477708e-06   7.063267989666301e-08   2.072344882911143e-09
  6.666666666666667e-02  -2.038200973594797e-06  -1.972154279433909e-06  -2.040006083979925e-06   6.604669416088720e-08   1.805110385128342e-09
  6.250000000000000e-02  -2.038200973594797e-06  -1.976181105316693e-06  -2.039787401260552e-06   6.201986827810344e-08   1.586427665755733e-09
  5.882352941176471e-02  -2.038200973594797e-06  -1.979745154124657e-06  -2.039606182245105e-06   5.845581947014001e-08   1.405208650308214e-09
  5.555555555555555e-02  -2.038200973594797e-06  -1.982921862140996e-06  -2.039454332817001e-06   5.527911145380029e-08   1.253359222204903e-09
  5.263157894736842e-02  -2.038200973594797e-06  -1.985771115887127e-06  -2.039325832531791e-06   5.242985770766925e-08   1.124858936994245e-09
  5.000000000000000e-02  -2.038200973594797e-06  -1.988341062182384e-06  -2.039216128239144e-06   4.985991141241239e-08   1.015154644347058e-09
  4.761904761904762e-02  -2.038200973594797e-06  -1.990670850322737e-06  -2.039121724940050e-06   4.753012327205986e-08   9.207513452530203e-10
  4.545454545454546e-02  -2.038200973594797e-06  -1.992792639969267e-06  -2.039039903822199e-06   4.540833362552925e-08   8.389302274025475e-10
  4.347826086956522e-02  -2.038200973594797e-06  -1.994733094333388e-06  -2.038968524218150e-06   4.346787926140807e-08   7.675506233538660e-10
  4.166666666666666e-02  -2.038200973594797e-06  -1.996514506275775e-06  -2.038905882106202e-06   4.168646731902108e-08   7.049085114053161e-10
  4.000000000000000e-02  -2.038200973594797e-06  -1.998155658457008e-06  -2.038850607428285e-06   4.004531513778875e-08   6.496338334884550e-10
  3.846153846153846e-02  -2.038200973594797e-06  -1.999672488039322e-06  -2.038801588514978e-06   3.852848555547491e-08   6.006149201818086e-10
  3.703703703703703e-02  -2.038200973594797e-06  -2.001078605860316e-06  -2.038757915736904e-06   3.712236773448044e-08   5.569421421074829e-10
