-1.000000e+00 1.479290e-03 1.479290e-03
-9.900000e-01 1.537569e-03 1.331638e+00
-9.800000e-01 1.598721e-03 2.307593e+00
-9.700000e-01 1.662917e-03 2.986686e+00
-9.600000e-01 1.730339e-03 3.419569e+00
-9.500000e-01 1.801181e-03 3.650795e+00
-9.400000e-01 1.875651e-03 3.719361e+00
-9.300000e-01 1.953974e-03 3.659224e+00
-9.200000e-01 2.036388e-03 3.499774e+00
-9.100000e-01 2.123149e-03 3.266278e+00
-9.000000e-01 2.214533e-03 2.980293e+00
-8.900000e-01 2.310835e-03 2.660040e+00
-8.800000e-01 2.412373e-03 2.320766e+00
-8.700000e-01 2.519488e-03 1.975061e+00
-8.600000e-01 2.632548e-03 1.633162e+00
-8.500000e-01 2.751948e-03 1.303231e+00
-8.400000e-01 2.878115e-03 9.916040e-01
-8.300000e-01 3.011508e-03 7.030244e-01
-8.200000e-01 3.152624e-03 4.408572e-01
-8.100000e-01 3.301997e-03 2.072803e-01
-8.000000e-01 3.460208e-03 3.460208e-03
-7.900000e-01 3.627881e-03 -1.702886e-01
-7.800000e-01 3.805695e-03 -3.143605e-01
-7.700000e-01 3.994384e-03 -4.297298e-01
-7.600000e-01 4.194743e-03 -5.178351e-01
-7.500000e-01 4.407638e-03 -5.804765e-01
-7.400000e-01 4.634004e-03 -6.197245e-01
-7.300000e-01 4.874862e-03 -6.378392e-01
-7.200000e-01 5.131321e-03 -6.372005e-01
-7.100000e-01 5.404587e-03 -6.202466e-01
-7.000000e-01 5.695977e-03 -5.894216e-01
-6.900000e-01 6.006926e-03 -5.471305e-01
-6.800000e-01 6.339000e-03 -4.957020e-01
-6.700000e-01 6.693911e-03 -4.373571e-01
-6.600000e-01 7.073531e-03 -3.741843e-01
-6.500000e-01 7.479912e-03 -3.081197e-01
-6.400000e-01 7.915300e-03 -2.409321e-01
-6.300000e-01 8.382159e-03 -1.742128e-01
-6.200000e-01 8.883196e-03 -1.093690e-01
-6.100000e-01 9.421385e-03 -4.762053e-02
-6.000000e-01 1.000000e-02 1.000000e-02
-5.900000e-01 1.062265e-02 6.264464e-02
-5.800000e-01 1.129330e-02 1.096451e-01
-5.700000e-01 1.201634e-02 1.505059e-01
-5.600000e-01 1.279663e-02 1.848956e-01
-5.500000e-01 1.363951e-02 2.126371e-01
-5.400000e-01 1.455094e-02 2.336964e-01
-5.300000e-01 1.553748e-02 2.481704e-01
-5.200000e-01 1.660644e-02 2.562749e-01
-5.100000e-01 1.776593e-02 2.583312e-01
-5.000000e-01 1.902497e-02 2.547527e-01
-4.900000e-01 2.039359e-02 2.460320e-01
-4.800000e-01 2.188299e-02 2.327273e-01
-4.700000e-01 2.350563e-02 2.154495e-01
-4.600000e-01 2.527544e-02 1.948495e-01
-4.500000e-01 2.720799e-02 1.716058e-01
-4.400000e-01 2.932070e-02 1.464129e-01
-4.300000e-01 3.163305e-02 1.199705e-01
-4.200000e-01 3.416689e-02 9.297229e-02
-4.100000e-01 3.694671e-02 6.609722e-02
-4.000000e-01 4.000000e-02 4.000000e-02
-3.900000e-01 4.335760e-02 1.530329e-02
-3.800000e-01 4.705417e-02 -7.409513e-03
-3.700000e-01 5.112865e-02 -2.760063e-02
-3.600000e-01 5.562478e-02 -4.478331e-02
-3.500000e-01 6.059172e-02 -5.852643e-02
-3.400000e-01 6.608468e-02 -6.845815e-02
-3.300000e-01 7.216566e-02 -7.426880e-02
-3.200000e-01 7.890418e-02 -7.571285e-02
-3.100000e-01 8.637812e-02 -7.261011e-02
-3.000000e-01 9.467456e-02 -6.484611e-02
-2.900000e-01 1.038906e-01 -5.237181e-02
-2.800000e-01 1.141344e-01 -3.520250e-02
-2.700000e-01 1.255255e-01 -1.341609e-02
-2.600000e-01 1.381960e-01 1.284921e-02
-2.500000e-01 1.522903e-01 4.339782e-02
-2.400000e-01 1.679656e-01 7.798023e-02
-2.300000e-01 1.853910e-01 1.162969e-01
-2.200000e-01 2.047460e-01 1.580026e-01
-2.100000e-01 2.262184e-01 2.027111e-01
-2.000000e-01 2.500000e-01 2.500000e-01
-1.900000e-01 2.762808e-01 2.994164e-01
-1.800000e-01 3.052410e-01 3.504819e-01
-1.700000e-01 3.370401e-01 4.026984e-01
-1.600000e-01 3.718025e-01 4.555539e-01
-1.500000e-01 4.096000e-01 5.085277e-01
-1.400000e-01 4.504302e-01 5.610968e-01
-1.300000e-01 4.941917e-01 6.127410e-01
-1.200000e-01 5.406574e-01 6.629487e-01
-1.100000e-01 5.894467e-01 7.112220e-01
-1.000000e-01 6.400000e-01 7.570822e-01
-9.000000e-02 6.915599e-01 8.000743e-01
-8.000000e-02 7.431629e-01 8.397717e-01
-7.000000e-02 7.936469e-01 8.757808e-01
-6.000000e-02 8.416800e-01 9.077445e-01
-5.000000e-02 8.858131e-01 9.353459e-01
-4.000000e-02 9.245562e-01 9.583116e-01
-3.000000e-02 9.564744e-01 9.764141e-01
-2.000000e-02 9.802960e-01 9.894740e-01
-1.000000e-02 9.950187e-01 9.973620e-01
0.000000e+00 1.000000e+00 1.000000e+00
1.000000e-02 9.950187e-01 9.973620e-01
2.000000e-02 9.802960e-01 9.894740e-01
3.000000e-02 9.564744e-01 9.764141e-01
4.000000e-02 9.245562e-01 9.583116e-01
5.000000e-02 8.858131e-01 9.353459e-01
6.000000e-02 8.416800e-01 9.077445e-01
7.000000e-02 7.936469e-01 8.757808e-01
8.000000e-02 7.431629e-01 8.397717e-01
9.000000e-02 6.915599e-01 8.000743e-01
1.000000e-01 6.400000e-01 7.570822e-01
1.100000e-01 5.894467e-01 7.112220e-01
1.200000e-01 5.406574e-01 6.629487e-01
1.300000e-01 4.941917e-01 6.127410e-01
1.400000e-01 4.504302e-01 5.610968e-01
1.500000e-01 4.096000e-01 5.085277e-01
1.600000e-01 3.718025e-01 4.555539e-01
1.700000e-01 3.370401e-01 4.026984e-01
1.800000e-01 3.052410e-01 3.504819e-01
1.900000e-01 2.762808e-01 2.994164e-01
2.000000e-01 2.500000e-01 2.500000e-01
2.100000e-01 2.262184e-01 2.027111e-01
2.200000e-01 2.047460e-01 1.580026e-01
2.300000e-01 1.853910e-01 1.162969e-01
2.400000e-01 1.679656e-01 7.798023e-02
2.500000e-01 1.522903e-01 4.339782e-02
2.600000e-01 1.381960e-01 1.284921e-02
2.700000e-01 1.255255e-01 -1.341609e-02
2.800000e-01 1.141344e-01 -3.520250e-02
2.900000e-01 1.038906e-01 -5.237181e-02
3.000000e-01 9.467456e-02 -6.484611e-02
3.100000e-01 8.637812e-02 -7.261011e-02
3.200000e-01 7.890418e-02 -7.571285e-02
3.300000e-01 7.216566e-02 -7.426880e-02
3.400000e-01 6.608468e-02 -6.845815e-02
3.500000e-01 6.059172e-02 -5.852643e-02
3.600000e-01 5.562478e-02 -4.478331e-02
3.700000e-01 5.112865e-02 -2.760063e-02
3.800000e-01 4.705417e-02 -7.409513e-03
3.900000e-01 4.335760e-02 1.530329e-02
4.000000e-01 4.000000e-02 4.000000e-02
4.100000e-01 3.694671e-02 6.609722e-02
4.200000e-01 3.416689e-02 9.297229e-02
4.300000e-01 3.163305e-02 1.199705e-01
4.400000e-01 2.932070e-02 1.464129e-01
4.500000e-01 2.720799e-02 1.716058e-01
4.600000e-01 2.527544e-02 1.948495e-01
4.700000e-01 2.350563e-02 2.154495e-01
4.800000e-01 2.188299e-02 2.327273e-01
4.900000e-01 2.039359e-02 2.460320e-01
5.000000e-01 1.902497e-02 2.547527e-01
5.100000e-01 1.776593e-02 2.583312e-01
5.200000e-01 1.660644e-02 2.562749e-01
5.300000e-01 1.553748e-02 2.481704e-01
5.400000e-01 1.455094e-02 2.336964e-01
5.500000e-01 1.363951e-02 2.126371e-01
5.600000e-01 1.279663e-02 1.848956e-01
5.700000e-01 1.201634e-02 1.505059e-01
5.800000e-01 1.129330e-02 1.096451e-01
5.900000e-01 1.062265e-02 6.264464e-02
6.000000e-01 1.000000e-02 1.000000e-02
6.100000e-01 9.421385e-03 -4.762053e-02
6.200000e-01 8.883196e-03 -1.093690e-01
6.300000e-01 8.382159e-03 -1.742128e-01
6.400000e-01 7.915300e-03 -2.409321e-01
6.500000e-01 7.479912e-03 -3.081197e-01
6.600000e-01 7.073531e-03 -3.741843e-01
6.700000e-01 6.693911e-03 -4.373571e-01
6.800000e-01 6.339000e-03 -4.957020e-01
6.900000e-01 6.006926e-03 -5.471305e-01
7.000000e-01 5.695977e-03 -5.894216e-01
7.100000e-01 5.404587e-03 -6.202466e-01
7.200000e-01 5.131321e-03 -6.372005e-01
7.300000e-01 4.874862e-03 -6.378392e-01
7.400000e-01 4.634004e-03 -6.197245e-01
7.500000e-01 4.407638e-03 -5.804765e-01
7.600000e-01 4.194743e-03 -5.178351e-01
7.700000e-01 3.994384e-03 -4.297298e-01
7.800000e-01 3.805695e-03 -3.143605e-01
7.900000e-01 3.627881e-03 -1.702886e-01
8.000000e-01 3.460208e-03 3.460208e-03
8.100000e-01 3.301997e-03 2.072803e-01
8.200000e-01 3.152624e-03 4.408572e-01
8.300000e-01 3.011508e-03 7.030244e-01
8.400000e-01 2.878115e-03 9.916040e-01
8.500000e-01 2.751948e-03 1.303231e+00
8.600000e-01 2.632548e-03 1.633162e+00
8.700000e-01 2.519488e-03 1.975061e+00
8.800000e-01 2.412373e-03 2.320766e+00
8.900000e-01 2.310835e-03 2.660040e+00
9.000000e-01 2.214533e-03 2.980293e+00
9.100000e-01 2.123149e-03 3.266278e+00
9.200000e-01 2.036388e-03 3.499774e+00
9.300000e-01 1.953974e-03 3.659224e+00
9.400000e-01 1.875651e-03 3.719361e+00
9.500000e-01 1.801181e-03 3.650795e+00
9.600000e-01 1.730339e-03 3.419569e+00
9.700000e-01 1.662917e-03 2.986686e+00
9.800000e-01 1.598721e-03 2.307593e+00
9.900000e-01 1.537569e-03 1.331638e+00
1.000000e+00 1.479290e-03 1.479290e-03
