4 5.478618e+00
8 1.305237e+00
16 3.225197e-01
32 8.039654e-02
64 2.008460e-02
128 5.020243e-03
256 1.255004e-03
512 3.137475e-04
1024 7.843643e-05
2048 1.961045e-05
4096 4.901017e-06
8192 1.197709e-06
16384 4.983529e-07
32768 1.482997e-07
65536 1.442315e-06
131072 8.198882e-06
262144 4.684445e-05
524288 1.241450e-04
1048576 1.241446e-04
2097152 2.597773e-03
4194304 7.544845e-03
8388608 2.733069e-02
16777216 2.733069e-02
33554432 6.584242e-01
67108864 6.584242e-01
134217728 1.026578e+01
